Name chr start end width strand leno
5528 ENSG00000124508.16 chr6 26383096 26394874 11779 + 11779
460 ENSG00000026950.16 chr6 26402237 26415216 12980 + 12980
5533 ENSG00000124549.14 chr6 26421391 26432383 10993 + 10993
3950 ENSG00000111801.15 chr6 26440472 26453415 12944 + 12944
4096 ENSG00000112763.15 chr6 26457904 26476621 18718 + 18718
27806 ENSG00000228223.2 chr6 26523450 26526579 3130 + 3130
46113 ENSG00000261353.1 chr6 26527063 26527404 342 + 342
15339 ENSG00000182952.4 chr6 26538405 26546254 7850 + 7850
8782 ENSG00000146109.4 chr6 26596952 26600744 3793 + 3793
14996 ENSG00000181315.10 chr6 26634383 26659752 25370 - 25370
51020 ENSG00000272468.1 chr6 27122657 27123221 565 - 565
5552 ENSG00000124635.8 chr6 27125897 27132750 6854 - 6854
17193 ENSG00000196787.3 chr6 27133042 27135291 2250 + 2250
52768 ENSG00000276180.1 chr6 27138588 27139881 1294 + 1294
17541 ENSG00000197903.7 chr6 27146418 27146798 381 - 381
4103 ENSG00000112812.15 chr6 27247701 27256471 8771 + 8771
19950 ENSG00000204789.4 chr6 27357825 27360221 2397 - 2397
5549 ENSG00000124613.8 chr6 27374615 27403904 29290 + 29290
2062 ENSG00000096654.15 chr6 27450743 27473118 22376 - 22376
17181 ENSG00000196747.4 chr6 27808199 27808701 503 + 503
53958 ENSG00000278828.1 chr6 27810064 27811300 1237 + 1237
51619 ENSG00000273703.1 chr6 27815044 27815424 381 + 381
31607 ENSG00000233822.4 chr6 27837760 27865798 28039 + 28039
53075 ENSG00000276903.1 chr6 27865355 27865743 389 + 389
15688 ENSG00000184357.4 chr6 27866849 27867529 681 - 681
53889 ENSG00000278677.1 chr6 27892757 27893149 393 - 393
52066 ENSG00000274641.1 chr6 27893463 27893843 381 + 381
5554 ENSG00000124657.1 chr6 27957241 27958182 942 + 942
49367 ENSG00000269293.2 chr6 28121795 28136848 15054 - 15054
17201 ENSG00000196812.4 chr6 28124560 28130082 5523 + 5523
17675 ENSG00000198315.10 chr6 28141910 28159472 17563 + 17563
7410 ENSG00000137185.11 chr6 28224886 28233482 8597 + 8597
16471 ENSG00000187626.8 chr6 28244623 28252224 7602 - 7602
16863 ENSG00000189134.3 chr6 28259320 28260958 1639 + 1639
17272 ENSG00000197062.11 chr6 28267010 28278224 11215 + 11215
7440 ENSG00000137338.5 chr6 28281572 28302549 20978 + 20978
32496 ENSG00000235109.7 chr6 28324693 28356271 31579 - 31579
16902 ENSG00000189298.13 chr6 28349914 28369177 19264 + 19264
10225 ENSG00000158691.14 chr6 28378955 28399734 20780 - 20780
19936 ENSG00000204713.10 chr6 28903002 28923989 20988 - 20988
19915 ENSG00000204681.10 chr6 29602228 29633976 31749 - 31749
19897 ENSG00000204644.9 chr6 29672392 29681110 8719 - 8719
19896 ENSG00000204642.13 chr6 29722775 29738528 15754 + 15754
26185 ENSG00000225864.1 chr6 29723001 29723939 939 - 939
34945 ENSG00000239257.1 chr6 29726669 29726882 214 - 214
22861 ENSG00000214922.9 chr6 29735028 29748993 13966 - 13966
51452 ENSG00000273340.1 chr6 29741731 29745234 3504 - 3504
14970 ENSG00000181126.13 chr6 29790954 29797811 6858 + 6858
19892 ENSG00000204632.11 chr6 29826967 29831125 4159 + 4159
28407 ENSG00000229142.1 chr6 29827385 29828364 980 - 980
55398 ENSG00000281831.1 chr6 29871895 29873783 1889 - 1889
29366 ENSG00000230521.1 chr6 29887294 29888268 975 - 975
20325 ENSG00000206341.7 chr6 29888467 29890482 2016 + 2016
27175 ENSG00000227262.3 chr6 29925983 29926973 991 - 991
29557 ENSG00000230795.3 chr6 29927178 29929232 2055 + 2055
27705 ENSG00000228078.1 chr6 29934101 29934286 186 + 186
20335 ENSG00000206503.12 chr6 29941260 29945884 4625 + 4625
27505 ENSG00000227766.1 chr6 29942097 29943067 971 - 971
32625 ENSG00000235290.1 chr6 29956596 29958570 1975 + 1975
28583 ENSG00000229390.1 chr6 29970801 29972464 1664 - 1664
34488 ENSG00000238024.1 chr6 29993209 29993605 397 + 397
19888 ENSG00000204623.9 chr6 30001011 30061253 60243 - 60243
19887 ENSG00000204622.11 chr6 30005971 30009956 3986 + 3986
34244 ENSG00000237669.1 chr6 30006140 30007116 977 - 977
969 ENSG00000066379.14 chr6 30061641 30064909 3269 + 3269
19885 ENSG00000204619.7 chr6 30066709 30070265 3557 + 3557
19884 ENSG00000204618.8 chr6 30070334 30075887 5554 - 5554
19881 ENSG00000204613.10 chr6 30151945 30160934 8990 - 8990
31820 ENSG00000234127.8 chr6 30184455 30213427 28973 - 28973
31659 ENSG00000233892.1 chr6 30186798 30188614 1817 - 1817
36727 ENSG00000243753.5 chr6 30259584 30266951 7368 + 7368
54970 ENSG00000280128.1 chr6 30282349 30286054 3706 - 3706
29746 ENSG00000231074.8 chr6 30287397 30327150 39754 - 39754
19875 ENSG00000204599.14 chr6 30327259 30343729 16471 + 16471
35794 ENSG00000241370.5 chr6 30345131 30346884 1754 + 1754
19873 ENSG00000204592.8 chr6 30489467 30494205 4739 + 4739
19872 ENSG00000204590.12 chr6 30541377 30556885 15509 - 15509
19865 ENSG00000204576.11 chr6 30557175 30563723 6549 + 6549
19864 ENSG00000204574.12 chr6 30571376 30597179 25804 + 25804
19861 ENSG00000204569.9 chr6 30600400 30618612 18213 - 18213
19860 ENSG00000204568.11 chr6 30617709 30626395 8687 + 8687
7441 ENSG00000137343.17 chr6 30626842 30646823 19982 + 19982
19859 ENSG00000204564.11 chr6 30647039 30653118 6080 + 6080
19858 ENSG00000204560.9 chr6 30653211 30673037 19827 - 19827
8783 ENSG00000146112.11 chr6 30676389 30687895 11507 - 11507
7445 ENSG00000137404.14 chr6 30688047 30691420 3374 - 3374
7439 ENSG00000137337.14 chr6 30699807 30717889 18083 - 18083
17002 ENSG00000196230.12 chr6 30720201 30725426 5226 + 5226
51057 ENSG00000272540.1 chr6 30723105 30723339 235 - 235
7437 ENSG00000137312.14 chr6 30727709 30742733 15025 - 15025
19233 ENSG00000201988.2 chr6 30736304 30736414 111 - 111
50914 ENSG00000272273.1 chr6 30742929 30743096 168 + 168
7438 ENSG00000137331.11 chr6 30743199 30744554 1356 - 1356
22850 ENSG00000214894.6 chr6 30798654 30830659 32006 - 32006
19867 ENSG00000204580.13 chr6 30876421 30900156 23736 + 23736
22415 ENSG00000213780.10 chr6 30908184 30914106 5923 + 5923
7447 ENSG00000137411.16 chr6 30914205 30926459 12255 + 12255
19853 ENSG00000204544.5 chr6 30983718 30989903 6186 + 6186
19848 ENSG00000204536.13 chr6 31142439 31158238 15800 - 15800
7436 ENSG00000137310.11 chr6 31158542 31164215 5674 + 5674
19846 ENSG00000204531.17 chr6 31164337 31180731 16395 - 16395
19844 ENSG00000204528.3 chr6 31173735 31177899 4165 - 4165
51037 ENSG00000272501.1 chr6 31195200 31198037 2838 - 2838
20326 ENSG00000206344.7 chr6 31198138 31203968 5831 + 5831
50680 ENSG00000271821.1 chr6 31201876 31201918 43 - 43
19843 ENSG00000204525.16 chr6 31268749 31272105 3357 - 3357
32244 ENSG00000234745.10 chr6 31269491 31356442 86952 - 86952
27610 ENSG00000227939.1 chr6 31280317 31281519 1203 + 1203
50546 ENSG00000271581.1 chr6 31356647 31357637 991 + 991
50887 ENSG00000272221.1 chr6 31394289 31395495 1207 - 1207
19841 ENSG00000204520.12 chr6 31399784 31415315 15532 + 15532
20324 ENSG00000206337.10 chr6 31463371 31477506 14136 + 14136
19838 ENSG00000204516.9 chr6 31494881 31511124 16244 + 16244
17748 ENSG00000198563.13 chr6 31530233 31542448 12216 - 12216
22404 ENSG00000213760.10 chr6 31544462 31546848 2387 - 2387
19832 ENSG00000204498.10 chr6 31546870 31558829 11960 + 11960
26970 ENSG00000226979.8 chr6 31572054 31574324 2271 + 2271
30918 ENSG00000232810.3 chr6 31575567 31578336 2770 + 2770
27336 ENSG00000227507.2 chr6 31580525 31582522 1998 - 1998
19831 ENSG00000204482.10 chr6 31586124 31588894 2771 + 2771
19826 ENSG00000204475.9 chr6 31588910 31592985 4076 - 4076
19825 ENSG00000204472.12 chr6 31615184 31617021 1838 + 1838
19823 ENSG00000204469.12 chr6 31620720 31637771 17052 + 17052
19821 ENSG00000204463.12 chr6 31639028 31652705 13678 - 13678
19814 ENSG00000204444.10 chr6 31655471 31658210 2740 + 2740
19812 ENSG00000204439.3 chr6 31658298 31660772 2475 - 2475
19811 ENSG00000204438.10 chr6 31661229 31666283 5055 - 5055
18867 ENSG00000201207.1 chr6 31663288 31663401 114 + 114
19809 ENSG00000204435.13 chr6 31665391 31670070 4680 + 4680
35268 ENSG00000240053.8 chr6 31670167 31673776 3610 + 3610
19806 ENSG00000204428.12 chr6 31676684 31684040 7357 - 7357
19805 ENSG00000204427.11 chr6 31686949 31703444 16496 - 16496
19804 ENSG00000204424.9 chr6 31706885 31710595 3711 + 3711
42677 ENSG00000255552.7 chr6 31711771 31714065 2295 - 2295
19803 ENSG00000204421.2 chr6 31718648 31721845 3198 - 3198
19802 ENSG00000204420.8 chr6 31723344 31726714 3371 + 3371
22382 ENSG00000213722.8 chr6 31727038 31730580 3543 - 3543
22380 ENSG00000213719.8 chr6 31730618 31739763 9146 - 9146
19800 ENSG00000204410.14 chr6 31739948 31762798 22851 + 22851
28141 ENSG00000228727.8 chr6 31762835 31764851 2017 + 2017
32869 ENSG00000235663.1 chr6 31764356 31765588 1233 - 1233
19794 ENSG00000204396.10 chr6 31765590 31777294 11705 - 11705
19793 ENSG00000204394.12 chr6 31777518 31795953 18436 - 18436
19791 ENSG00000204392.10 chr6 31797396 31806984 9589 - 9589
19790 ENSG00000204390.9 chr6 31809619 31815065 5447 - 5447
19789 ENSG00000204389.9 chr6 31815464 31817946 2483 + 2483
19788 ENSG00000204388.6 chr6 31827735 31830255 2521 + 2521
19787 ENSG00000204387.12 chr6 31834608 31839766 5159 + 5159
19786 ENSG00000204386.10 chr6 31859052 31862906 3855 - 3855
19780 ENSG00000204371.11 chr6 31879759 31897684 17926 - 17926
11785 ENSG00000166278.14 chr6 31897785 31945649 47865 + 47865
19777 ENSG00000204366.3 chr6 31899607 31901992 2386 - 2386
36683 ENSG00000243649.8 chr6 31945673 31952084 6412 + 6412
19772 ENSG00000204356.13 chr6 31952087 31959079 6993 - 6993
19770 ENSG00000204351.11 chr6 31959111 31969755 10645 + 10645
19769 ENSG00000204348.9 chr6 31969810 31972292 2483 - 2483
19766 ENSG00000204344.14 chr6 31971166 31981451 10286 + 10286
37141 ENSG00000244731.7 chr6 31982024 32002681 20658 + 20658
19765 ENSG00000204338.8 chr6 32005689 32008399 2711 + 2711
25181 ENSG00000224389.8 chr6 32014762 32035418 20657 + 20657
30264 ENSG00000231852.6 chr6 32038265 32041670 3406 + 3406
12339 ENSG00000168477.17 chr6 32041771 32115263 73493 - 73493
22357 ENSG00000213676.10 chr6 32115335 32128253 12919 - 12919
19760 ENSG00000204315.3 chr6 32128707 32130291 1585 - 1585
19759 ENSG00000204314.10 chr6 32148359 32153960 5602 - 5602
24000 ENSG00000221988.12 chr6 32153999 32163680 9682 + 9682
35804 ENSG00000241404.6 chr6 32164583 32168211 3629 + 3629
19757 ENSG00000204310.12 chr6 32168282 32178096 9815 - 9815
19756 ENSG00000204308.7 chr6 32178354 32180793 2440 + 2440
19755 ENSG00000204305.13 chr6 32180968 32184324 3357 - 3357
51448 ENSG00000273333.2 chr6 32184733 32184740 8 - 8
19754 ENSG00000204304.11 chr6 32184836 32190186 5351 - 5351
22344 ENSG00000213654.9 chr6 32190766 32194829 4064 - 4064
19753 ENSG00000204301.6 chr6 32194843 32224067 29225 - 29225
19747 ENSG00000204287.13 chr6 32439842 32445046 5205 + 5205
17728 ENSG00000198502.5 chr6 32517343 32530287 12945 - 12945
28584 ENSG00000229391.7 chr6 32552713 32560022 7310 - 7310
16964 ENSG00000196126.11 chr6 32578769 32589848 11080 - 11080
17177 ENSG00000196735.11 chr6 32628179 32643652 15474 + 15474
14633 ENSG00000179344.16 chr6 32659467 32668383 8917 - 8917
24599 ENSG00000223534.1 chr6 32660355 32660729 375 + 375
34153 ENSG00000237541.3 chr6 32741342 32747215 5874 + 5874
30790 ENSG00000232629.8 chr6 32756098 32763534 7437 - 7437
35680 ENSG00000241106.6 chr6 32812763 32817048 4286 - 4286
19739 ENSG00000204267.13 chr6 32821833 32838780 16948 - 16948
19738 ENSG00000204264.8 chr6 32840717 32844047 3331 - 3331
19736 ENSG00000204261.8 chr6 32844086 32846495 2410 + 2410
12320 ENSG00000168394.10 chr6 32845209 32853978 8770 - 8770
35273 ENSG00000240065.7 chr6 32854161 32859585 5425 + 5425
36261 ENSG00000242574.8 chr6 32934629 32941070 6442 - 6442
19735 ENSG00000204257.14 chr6 32948613 32969094 20482 - 20482
19734 ENSG00000204256.12 chr6 32968660 32981505 12846 + 12846
19732 ENSG00000204252.13 chr6 33004178 33009612 5435 - 5435
29954 ENSG00000231389.7 chr6 33064569 33073772 9204 - 9204
24828 ENSG00000223865.10 chr6 33075926 33087201 11276 + 11276
25469 ENSG00000224796.1 chr6 33079451 33079860 410 + 410
19730 ENSG00000204248.10 chr6 33162681 33192499 29819 - 29819
19726 ENSG00000204231.10 chr6 33193588 33200444 6857 - 6857
19435 ENSG00000202441.2 chr6 33199601 33199696 96 + 96
4058 ENSG00000112473.17 chr6 33200689 33204439 3751 + 3751
19725 ENSG00000204228.3 chr6 33204642 33206831 2190 + 2190
19724 ENSG00000204227.4 chr6 33208495 33212722 4228 + 4228
31014 ENSG00000232940.5 chr6 33249534 33254989 5456 + 5456
24576 ENSG00000223501.8 chr6 33250272 33272009 21738 - 21738
30031 ENSG00000231500.6 chr6 33272048 33276510 4463 + 4463
32997 ENSG00000235863.3 chr6 33277132 33284832 7701 + 7701
27027 ENSG00000227057.9 chr6 33279108 33289301 10194 - 10194
19723 ENSG00000204220.11 chr6 33289528 33298401 8874 + 8874
34081 ENSG00000237441.9 chr6 33291654 33299324 7671 - 7671
30318 ENSG00000231925.11 chr6 33299694 33314387 14694 - 14694
33154 ENSG00000236104.2 chr6 33314406 33317942 3537 - 3537
19720 ENSG00000204209.11 chr6 33318558 33329286 10729 - 10729
34229 ENSG00000237649.7 chr6 33391536 33409924 18389 + 18389
4062 ENSG00000112511.17 chr6 33410399 33416441 6043 + 6043
4063 ENSG00000112514.15 chr6 33416454 33418317 1864 - 1864
17344 ENSG00000197283.14 chr6 33419661 33455029 35369 + 35369
483 ENSG00000030110.12 chr6 33572547 33580293 7747 - 7747
2061 ENSG00000096433.10 chr6 33620365 33696574 76210 + 76210
7434 ENSG00000137288.9 chr6 33695349 33711727 16379 - 16379
10620 ENSG00000161904.11 chr6 33771202 33789136 17935 - 17935
7435 ENSG00000137309.19 chr6 34236873 34246231 9359 + 9359
16255 ENSG00000186577.12 chr6 34246380 34249470 3091 - 3091
25831 ENSG00000225339.3 chr6 34248568 34279678 31111 + 31111
50936 ENSG00000272325.1 chr6 34281322 34392674 111353 - 111353
5550 ENSG00000124614.13 chr6 34417454 34426125 8672 - 8672
5527 ENSG00000124507.10 chr6 34466061 34535231 69171 + 69171
17203 ENSG00000196821.9 chr6 34587288 34696859 109572 - 109572
50921 ENSG00000272288.5 chr6 34696317 34697470 1154 + 1154
5535 ENSG00000124562.9 chr6 34757406 34773794 16389 + 16389
911 ENSG00000065060.16 chr6 34792015 34883138 91124 + 91124
905 ENSG00000064995.16 chr6 34877778 34888089 10312 - 10312
906 ENSG00000064999.13 chr6 34889265 35091413 202149 + 202149
16508 ENSG00000187762.5 chr6 35023522 35023831 310 + 310
8790 ENSG00000146197.8 chr6 35214419 35253079 38661 + 38661
50966 ENSG00000272374.1 chr6 35220370 35224630 4261 - 4261
908 ENSG00000065029.14 chr6 35258982 35295985 37004 + 37004
436 ENSG00000023892.10 chr6 35297852 35321771 23920 + 23920
3981 ENSG00000112033.13 chr6 35342558 35428191 85634 + 85634
3983 ENSG00000112039.3 chr6 35452361 35467103 14743 + 14743
17823 ENSG00000198755.10 chr6 35468408 35470785 2378 + 2378
192 ENSG00000007866.19 chr6 35473597 35497076 23480 - 23480
2050 ENSG00000096060.14 chr6 35573585 35728583 154999 - 154999
30992 ENSG00000232909.1 chr6 35733867 35736947 3081 - 3081
10067 ENSG00000157343.8 chr6 35737032 35749079 12048 + 12048
7443 ENSG00000137392.9 chr6 35794982 35797344 2363 - 2363
2051 ENSG00000096063.15 chr6 35832966 35921342 88377 - 88377
3985 ENSG00000112053.13 chr6 35943514 36024868 81355 - 81355
50374 ENSG00000271304.1 chr6 35989515 35990436 922 - 922
3986 ENSG00000112062.10 chr6 36027677 36111236 83560 + 83560
34276 ENSG00000237719.1 chr6 36091991 36092646 656 - 656
9994 ENSG00000156711.16 chr6 36127809 36144524 16716 + 16716
37306 ENSG00000246982.6 chr6 36146698 36197205 50508 - 50508
2052 ENSG00000096070.19 chr6 36196744 36232790 36047 + 36047
14811 ENSG00000180316.12 chr6 36243203 36312229 69027 + 69027
247 ENSG00000010030.13 chr6 36354091 36387800 33710 - 33710
14604 ENSG00000179165.10 chr6 36390551 36442766 52216 - 52216
3988 ENSG00000112078.13 chr6 36442890 36491143 48254 + 48254
3989 ENSG00000112079.8 chr6 36493892 36547470 53579 - 53579
3990 ENSG00000112081.16 chr6 36594353 36605600 11248 + 11248
5567 ENSG00000124762.13 chr6 36676460 36687339 10880 + 10880
42701 ENSG00000255587.7 chr6 36697851 36733183 35333 + 35333
5570 ENSG00000124772.11 chr6 36740775 36840002 99228 - 99228
7407 ENSG00000137168.7 chr6 36854827 36875024 20198 - 20198
17776 ENSG00000198663.16 chr6 36871873 36928964 57092 + 57092
11348 ENSG00000164530.13 chr6 36948263 36964837 16575 + 16575
7446 ENSG00000137409.19 chr6 36968141 36986298 18158 - 18158
8789 ENSG00000146192.14 chr6 37005647 37029070 23424 + 23424
26967 ENSG00000226976.3 chr6 37044860 37045189 330 + 330
7411 ENSG00000137193.13 chr6 37170203 37175426 5224 + 5224
929 ENSG00000065491.8 chr6 37257772 37332970 75199 + 75199
3996 ENSG00000112130.16 chr6 37353972 37394738 40767 + 40767
7413 ENSG00000137200.12 chr6 37433219 37482827 49609 + 49609
17927 ENSG00000198937.8 chr6 37482920 37499922 17003 - 17003
54824 ENSG00000279942.1 chr6 37567716 37571460 3745 + 3745
3998 ENSG00000112139.14 chr6 37630679 37699306 68628 - 68628
9985 ENSG00000156639.11 chr6 37819499 38154624 335126 + 335126
15568 ENSG00000183826.16 chr6 38168451 38640148 471698 - 471698
5569 ENSG00000124767.6 chr6 38675925 38703141 27217 - 27217
4004 ENSG00000112167.9 chr6 39104064 39115189 11126 - 11126
23302 ENSG00000217165.1 chr6 39110321 39112952 2632 + 2632
11372 ENSG00000164626.8 chr6 39188973 39229450 40478 - 40478
8784 ENSG00000146122.16 chr6 39792298 39904142 111845 + 111845
55420 ENSG00000281969.1 chr6 39818751 39823227 4477 + 4477
32437 ENSG00000235033.7 chr6 39881804 39900071 18268 - 18268
5551 ENSG00000124615.17 chr6 39899578 39934551 34974 - 34974
9979 ENSG00000156564.8 chr6 40391586 40587465 195880 - 195880
5546 ENSG00000124602.9 chr6 41026911 41039217 12307 - 12307
5545 ENSG00000124596.16 chr6 41033627 41075698 42072 - 42072
4013 ENSG00000112212.11 chr6 41042554 41044337 1784 + 1784
5559 ENSG00000124701.5 chr6 41053304 41064511 11208 + 11208
10 ENSG00000001167.14 chr6 41072945 41099976 27032 + 27032
10623 ENSG00000161912.17 chr6 41101022 41140835 39814 + 39814
10622 ENSG00000161911.11 chr6 41149342 41154337 4996 - 4996
2047 ENSG00000095970.16 chr6 41158506 41163186 4681 - 4681
4009 ENSG00000112195.8 chr6 41190277 41201194 10918 - 10918
15622 ENSG00000184106.8 chr6 41208713 41217947 9235 - 9235
16593 ENSG00000188056.11 chr6 41228324 41238882 10559 + 10559
26070 ENSG00000225690.1 chr6 41247369 41249649 2281 + 2281
51873 ENSG00000274256.1 chr6 41250851 41251097 247 + 247
53924 ENSG00000278745.1 chr6 41252696 41252858 163 + 163
5563 ENSG00000124731.12 chr6 41267926 41286719 18794 - 18794
23495 ENSG00000218809.1 chr6 41269875 41270239 365 - 365
7406 ENSG00000137166.14 chr6 41546426 41602384 55959 + 55959
4069 ENSG00000112561.17 chr6 41683978 41736259 52282 - 52282
2054 ENSG00000096088.16 chr6 41736711 41754109 17399 - 17399
7419 ENSG00000137218.10 chr6 41770176 41780466 10291 - 10291
53680 ENSG00000278224.5 chr6 41780762 41786736 5975 + 5975
5544 ENSG00000124593.15 chr6 41783606 41784118 513 + 513
22787 ENSG00000214736.7 chr6 41787662 41789895 2234 + 2234
11382 ENSG00000164663.14 chr6 41789899 41895361 105463 - 105463
5553 ENSG00000124641.15 chr6 41905354 41921139 15786 - 15786
4072 ENSG00000112578.9 chr6 41921188 41933046 11859 + 11859
4071 ENSG00000112576.12 chr6 41934933 42050357 115425 - 115425
7448 ENSG00000137413.15 chr6 42050513 42087461 36949 + 36949
4075 ENSG00000112599.8 chr6 42184401 42194916 10516 - 10516
644 ENSG00000048544.5 chr6 42206801 42217865 11065 - 11065
5526 ENSG00000124496.12 chr6 42224931 42452051 227121 - 227121
439 ENSG00000024048.10 chr6 42564062 42693504 129443 + 129443
4076 ENSG00000112619.7 chr6 42696600 42722574 25975 - 25975
5555 ENSG00000124659.6 chr6 42744481 42746096 1616 - 1616
4077 ENSG00000112624.12 chr6 42746958 42868560 121603 + 121603
8795 ENSG00000146223.14 chr6 42879618 42889925 10308 + 10308
23938 ENSG00000221821.3 chr6 42890265 42890816 552 - 552
13080 ENSG00000171611.9 chr6 42915989 42925835 9847 + 9847
7405 ENSG00000137161.16 chr6 42929192 42939287 10096 + 10096
29773 ENSG00000231113.2 chr6 42940364 42948360 7997 + 7997
